Age (days),#ofPosts,Posts/Day,OddsBeingBot
3999,28311,7.079519879969992,0.2753456691295903
3998,165293,41.343921960980495,0.0583399967888571
3998,49170,12.298649324662332,0.1718986578945457
3998,133967,33.508504252126066,0.0161207661475304
3999,4570,1.142785696424106,0.020440801236199
3998,484526,121.192096048024,0.941619697303207
3998,11879,2.9712356178089045,0.3261077721840225
3999,80520,20.13503375843961,0.0583399967888571
3997,78486,19.636227170377783,0.1401486810789614
3998,7849,1.963231615807904,0.1262016927673424
3997,2836,0.7095321491118338,0.0258880560658383
3996,23590,5.903403403403402,0.1134595055806983
3996,53,0.0132632632632632,0.1553629482594353
3996,9972,2.495495495495496,0.0520415140659865
3997,26526,6.636477358018514,0.0520415140659865
3996,6037,1.5107607607607607,0.101853892118403
3996,7763,1.9426926926926928,0.499908319387552
3997,1807,0.4520890668001001,0.0230075361843459
3996,530,0.1326326326326326,0.0038250703462733
3996,1963,0.4912412412412413,0.0520415140659865
3997,242768,60.737553164873646,0.1718986578945457
3996,3370,0.8433433433433434,0.3532166701172574
3996,14475,3.622372372372373,0.020440801236199
3996,3143,0.7865365365365365,0.0291184655496717
3996,121113,30.30855855855856,0.0181550917518979
3995,13272,3.32215269086358,0.0088718731640876
3996,7169,1.794044044044044,0.101853892118403
3995,12126,3.0352941176470587,0.0367913694619997
3995,24882,6.22828535669587,0.0230075361843459
3995,840,0.2102628285356696,0.0731329456265555
3995,27078,6.7779724655819775,0.2753456691295903
3995,28311,7.086608260325407,0.0327384300661002
3995,11799,2.9534418022528164,0.0367913694619997
3994,6579,1.6472208312468704,0.0291184655496717
3994,3265,0.8174762143214822,0.0100007383768439
3994,150800,37.75663495242864,0.0520415140659865
3994,54496,13.644466700050074,0.1401486810789614
3994,17660,4.42163244867301,0.0817639099069327
3994,10479,2.6236855282924387,0.0020933188715794
3994,106054,26.553329994992488,0.0653482233255875
3994,4210,1.054081121682524,0.0731329456265555
3994,17660,4.42163244867301,0.0258880560658383
3993,8381,2.098923115452041,0.020440801236199
3993,9,0.0022539444027047,0.4697172801728098
3993,1815,0.4545454545454545,0.1134595055806983
3993,11982,3.000751314800901,0.0463895270160303
3993,160403,40.17104933633859,0.0913131277277618
3993,1603,0.4014525419484097,0.0291184655496717
3993,3416,0.8554971199599298,0.9268173225960018
3992,17753,4.447144288577153,0.1262016927673424
3992,1894,0.4744488977955912,0.0161207661475304
3992,10124,2.5360721442885765,0.0181550917518979
3992,4,0.001002004008016,0.0653482233255875
3992,5521,1.3830160320641285,0.0100007383768439
3992,92362,23.136773547094197,0.0463895270160303
3991,178,0.0446003507892758,0.0181550917518979
3991,49918,12.507642194938615,0.0143110695066823
3992,6195,1.5518537074148298,0.1718986578945457
3991,139869,35.04610373340015,0.0817639099069327
3991,165293,41.41643698321223,0.0033909156621298
3990,67,0.0167919799498746,0.1262016927673424
3990,38421,9.629323308270676,0.0731329456265555
3990,37526,9.40501253132832,0.560073033485803
3990,7,0.0017543859649122,0.0230075361843459
3990,778,0.1949874686716792,0.5301000271513026
3990,375083,94.00576441102756,0.0061894790486618
3990,165354,41.44210526315789,0.1401486810789614
3990,164068,41.11979949874687,0.0367913694619997
3989,1524,0.3820506392579594,0.9086259964065888
3990,47,0.0117794486215538,0.2753456691295903
3989,20379,5.1087991977939335,0.3261077721840225
3989,7839,1.9651541739784408,0.0054884368559285
3989,5044,1.2644773126096769,0.1262016927673424
3990,8010,2.007518796992481,0.101853892118403
3989,3706,0.9290549009776886,0.0069794374708257
3988,8332,2.0892678034102308,0.0100007383768439
3988,11799,2.958625877632899,0.2090923401470646
3989,4833,1.211581850087741,0.0230075361843459
3988,3018,0.7567703109327983,0.3261077721840225
3988,490,0.1228686058174523,0.0143110695066823
3989,153,0.038355477563299,0.0291184655496717
3988,66820,16.755265797392177,0.0100007383768439
3988,31006,7.774824473420261,0.6185229607353945
3987,1648,0.4133433659393027,0.0181550917518979
3987,39780,9.977426636568849,0.0088718731640876
3988,181278,45.45586760280842,0.0143110695066823
3988,2972,0.7452357071213641,0.4397462600908242
3988,43,0.0107823470411233,0.0161207661475304
3988,10317,2.5870110330992984,0.101853892118403
3987,1466,0.3676950087785302,0.0100007383768439
3988,174974,43.87512537612839,0.1262016927673424
3987,49251,12.352896914973664,0.0653482233255875
3987,3712,0.9310258339603712,0.0327384300661002
3987,178,0.0446450965638324,0.4102082617202116
3987,14655,3.6756960120391273,0.0258880560658383
3987,369414,92.65462753950338,0.1262016927673424
3987,27947,7.0095309756709305,0.0043145712220129
3987,40308,10.109857035364936,0.1718986578945457
3986,25039,6.281736076266935,0.1401486810789614
3987,47210,11.840983195385004,0.0653482233255875
3987,59681,14.968898921494858,0.0291184655496717
3987,31039,7.785051417105593,0.0520415140659865
3986,40378,10.129954841946814,0.0161207661475304
3986,24882,6.24234821876568,0.0520415140659865
3987,25379,6.365437672435415,0.0731329456265555
3985,56714,14.231869510664994,0.0327384300661002
3986,42501,10.662568991470144,0.004866408359033
3986,117844,29.56447566482689,0.4102082617202116
3986,22573,5.66307074761666,0.8279969114567691
3985,27947,7.013048933500628,0.0520415140659865
3985,295,0.0740276035131744,0.0161207661475304
3985,36669,9.201756587202008,0.0653482233255875
3985,10919,2.7400250941028856,0.2753456691295903
3985,29996,7.527227101631117,0.1553629482594353
3984,570,0.1430722891566265,0.1134595055806983
3985,1825,0.4579673776662485,0.560073033485803
3983,6033,1.5146874215415516,0.0181550917518979
3984,250610,62.90411646586346,0.0291184655496717
3984,12170,3.054718875502008,0.0520415140659865
3983,1093,0.2744162691438614,0.101853892118403
3984,24661,6.190010040160643,0.974093441586687
3983,61064,15.33115741903088,0.0230075361843459
3983,12707,3.190308812452925,0.0230075361843459
3983,3378,0.8481044438865177,0.0463895270160303
3983,14426,3.621893045443133,0.0143110695066823
3983,21501,5.398192317348732,0.3813039962963743
3983,9278,2.3293999497865934,0.0088718731640876
3983,31858,7.998493597790611,0.0817639099069327
3983,19239,4.8302786844087375,0.1897988316236788
3983,23436,5.884007029876977,0.1718986578945457
3982,18206,4.572074334505274,0.0731329456265555
3982,10398,2.6112506278252137,0.0258880560658383
3982,199578,50.12004018081365,0.0367913694619997
3982,6218,1.561526870919136,0.0078694193249637
3982,1271,0.3191863385233551,0.0520415140659865
3982,8589,2.156956303365144,0.0463895270160303
3982,5837,1.4658463083877449,0.0913131277277618
3982,41409,10.39904570567554,0.0463895270160303
3982,1840,0.4620793571069814,0.0161207661475304
3981,7924,1.990454659633258,0.101853892118403
3981,240,0.0602863602110022,0.0258880560658383
3981,23342,5.863350916855063,0.0520415140659865
3981,4,0.0010047726701833,0.2753456691295903
3980,78037,19.607286432160805,0.2090923401470646
3981,7020,1.763376036171816,0.1718986578945457
3980,1820,0.4572864321608039,0.0413246168944483
3981,1537,0.3860838985179603,0.0258880560658383
3980,22801,5.728894472361809,0.0367913694619997
3981,212035,53.26174328058277,0.2518857561724394
3980,8691,2.1836683417085427,0.9086259964065888
3980,5626,1.4135678391959798,0.0230075361843459
3979,24,0.0060316662478009,0.0088718731640876
3980,32999,8.291206030150754,0.1262016927673424
3980,9604,2.413065326633166,0.2753456691295903
3980,4462,1.121105527638191,0.4102082617202116
3979,6596,1.6577029404372958,0.0413246168944483
3979,6140,1.5431012817290777,0.3813039962963743
3979,36983,9.29454636843428,0.5301000271513026
3979,5510,1.3847700427243026,0.0127019043758913
3979,20967,5.269414425735111,0.0413246168944483
3978,3473,0.8730517848164907,0.0653482233255875
3978,183834,46.21266968325792,0.0038250703462733
3977,43959,11.053306512446568,0.0143110695066823
3978,88221,22.177224736048263,0.0817639099069327
3979,55583,13.96908771048002,0.9795445078482544
3978,3153,0.7926093514328808,0.0520415140659865
3978,28311,7.116892911010558,0.0078694193249637
3977,100931,25.378677395021374,0.0054884368559285
3976,5584,1.404426559356137,0.0143110695066823
3976,2673,0.6722837022132797,0.0367913694619997
3976,766,0.1926559356136821,0.0054884368559285
3976,16891,4.248239436619718,0.1553629482594353
3977,62231,15.647724415388485,0.0078694193249637
3976,33479,8.420271629778671,0.0088718731640876
3977,52615,13.229821473472464,0.2297908319662119
3977,8836,2.221775207442796,0.0731329456265555
3976,31039,7.80658953722334,0.0161207661475304
3975,4430,1.1144654088050314,0.7700793320903226
3976,4163,1.0470321931589537,0.2753456691295903
3976,25916,6.518108651911469,0.0463895270160303
3976,33995,8.550050301810865,0.1134595055806983
3975,88221,22.193962264150944,0.0731329456265555
3975,84609,21.28528301886793,0.0181550917518979
3975,126347,31.785408805031448,0.0413246168944483
3975,104570,26.30691823899371,0.0230075361843459
3974,8395,2.1124811273276296,0.0291184655496717
3975,11175,2.811320754716981,0.0181550917518979
3975,16764,4.2173584905660375,0.2090923401470646
3974,3404,0.8565676899849018,0.9818318296158534
3973,502101,126.37830354895544,0.499908319387552
3973,4195,1.0558771709035992,0.1897988316236788
3974,60,0.0150981378963261,0.0367913694619997
3974,5666,1.425767488676397,0.020440801236199
3973,347911,87.56883966775736,0.0463895270160303
3973,97557,24.55499622451548,0.004866408359033
3974,35859,9.023402113739303,0.4697172801728098
3974,755,0.1899849018621036,0.0088718731640876
3974,2295,0.5775037745344741,0.1401486810789614
3974,95809,24.108958228485157,0.0078694193249637
3973,6710,1.6889000755096903,0.020440801236199
3973,1035,0.2605084319154292,0.560073033485803
3972,19548,4.921450151057402,0.0367913694619997
3972,4733,1.1915911379657602,0.011271607904505
3971,2728,0.6869806094182825,0.8962191799984077
3971,100309,25.26038781163435,0.0413246168944483
3971,7858,1.9788466381264165,0.0327384300661002
3971,1013,0.2550994711659532,0.0463895270160303
3971,2825,0.7114077058675397,0.0731329456265555
3971,990,0.2493074792243767,0.0653482233255875
3971,41946,10.563082347015865,0.0583399967888571
3971,19,0.0047846889952153,0.1262016927673424
3971,3879,0.9768320322336944,0.1553629482594353
3971,1042,0.2624024175270713,0.0054884368559285
3970,22403,5.643073047858943,0.0731329456265555
3970,31585,7.955919395465995,0.0230075361843459
3970,1823,0.4591939546599496,0.0913131277277618
3970,98327,24.76750629722921,0.101853892118403
3970,11799,2.9720403022670023,0.2518857561724394
3969,19347,4.874527588813304,0.0078694193249637
3969,33744,8.501889644746788,0.0258880560658383
3970,13724,3.4569269521410577,0.0463895270160303
3969,11630,2.930209120685311,0.0413246168944483
3969,255,0.0642479213907785,0.0088718731640876
3969,1311,0.3303099017384732,0.5301000271513026
3969,31241,7.871252204585537,0.0258880560658383
3969,185,0.0466112370874275,0.6997318814013863
3969,18240,4.5956160241874535,0.9911216752115788
3969,3385,0.8528596623834719,0.0143110695066823
3969,53802,13.555555555555555,0.2090923401470646
3968,11879,2.993699596774193,0.0078694193249637
3968,100309,25.27948588709677,0.1262016927673424
3968,39983,10.076360887096774,0.0088718731640876
3968,5015,1.2638608870967742,0.0230075361843459
3968,18226,4.593245967741935,0.0367913694619997
3968,18667,4.704385080645161,0.0181550917518979
3968,532,0.1340725806451612,0.5896142788146281
3968,172167,43.388860887096776,0.0413246168944483
3968,50393,12.69984879032258,0.0161207661475304
3967,86986,21.92740105873456,0.1718986578945457
3967,25969,6.546256617091001,0.3261077721840225
3968,42358,10.674899193548388,0.3532166701172574
3967,3854,0.9715149987396016,0.0054884368559285
3968,10626,2.677923387096774,0.0731329456265555
3967,20343,5.128056465843208,0.7479760088168506
3967,33201,8.369296697756491,0.101853892118403
3967,48413,12.203932442651878,0.499908319387552
3967,150235,37.87118729518528,0.0817639099069327
3967,83177,20.967229644567684,0.0913131277277618
3967,4636,1.1686412906478447,0.0367913694619997
3965,14950,3.7704918032786887,0.1401486810789614
3966,11820,2.9803328290468984,0.020440801236199
3966,30,0.0075642965204236,0.0230075361843459
3966,12170,3.068582955118506,0.1553629482594353
3965,33624,8.480201765447667,0.0413246168944483
3964,8299,2.0935923309788094,0.020440801236199
3965,11078,2.7939470365699868,0.8445407808803314
3965,76731,19.352080706179063,0.0520415140659865
3965,907,0.2287515762925599,0.0061894790486618
3965,13236,3.3382093316519548,0.0100007383768439
3964,450,0.1135216952573158,0.7245079621805472
3965,3054,0.7702395964691047,0.0653482233255875
3963,36073,9.102447640676257,0.0520415140659865
3963,2616,0.660105980317941,0.0291184655496717
3963,644,0.1625031541761292,0.0913131277277618
3963,14195,3.581882412313904,0.9795445078482544
3964,266,0.0671039354187689,0.0054884368559285
3963,77570,19.573555387332828,0.1401486810789614
3962,1172,0.2958101968702675,0.0520415140659865
3962,1700,0.4290762241292277,0.0230075361843459
3963,67255,16.97072924552107,0.020440801236199
3963,188938,47.6754983598284,0.1897988316236788
3963,4113,1.0378501135503406,0.0327384300661002
3963,213,0.0537471612414837,0.0583399967888571
3963,11831,2.985364622760535,0.4697172801728098
3962,283263,71.49495204442199,0.1553629482594353
3963,27018,6.8175624526873575,0.4102082617202116
3963,27352,6.901842038859449,0.0367913694619997
3963,7370,1.859702245773404,0.1262016927673424
3962,1012,0.2554265522463402,0.0327384300661002
3961,5642,1.4243877808634182,0.1401486810789614
3962,11023,2.782180716809692,0.1401486810789614
3961,2182,0.5508709921736935,0.0043145712220129
3961,16521,4.170916435243625,0.9765840924479022
3961,260184,65.68644281747034,0.0143110695066823
3961,1088,0.2746781115879828,0.7700793320903226
3961,2562,0.6468063620297905,0.0291184655496717
3961,4433,1.1191618278212572,0.0043145712220129
3960,20831,5.260353535353535,0.0817639099069327
3960,20032,5.058585858585858,0.1134595055806983
3960,17574,4.437878787878788,0.0258880560658383
3960,98871,24.967424242424244,0.011271607904505
3960,147187,37.16843434343434,0.1134595055806983
3960,2804,0.7080808080808081,0.011271607904505
3960,1,0.0002525252525252,0.0100007383768439
3960,10080,2.5454545454545454,0.3261077721840225
3959,34957,8.829754988633493,0.0143110695066823
3959,229,0.0578428896185905,0.0817639099069327
3960,5933,1.4982323232323231,0.0181550917518979
3959,5064,1.279110886587522,0.6737310243152007
3960,7647,1.931060606060606,0.0043145712220129
3959,73465,18.5564536499116,0.1401486810789614
3960,24257,6.1255050505050495,0.3001140391389786
3959,25874,6.5354887597878255,0.2297908319662119
3959,11000,2.778479413993433,0.0088718731640876
3958,595,0.1503284487114704,0.0327384300661002
3958,17447,4.408034360788277,0.2518857561724394
3958,19576,4.945932289034866,0.0327384300661002
3958,795,0.2008590197069227,0.6466157529466525
3958,5,0.0012632642748863,0.0038250703462733
3957,117844,29.781147333838767,0.0100007383768439
3956,20002,5.056117290192113,0.5301000271513026
3957,27957,7.0652009097801365,0.011271607904505
3957,33306,8.416982562547384,0.0367913694619997
3957,502101,126.88931008339652,0.2090923401470646
3957,63211,15.974475612838008,0.0367913694619997
3957,3762,0.9507202426080364,0.1262016927673424
3957,28797,7.27748294162244,0.011271607904505
3957,200890,50.76825878190549,0.0230075361843459
3956,54471,13.769211324570277,0.0653482233255875
3956,8836,2.2335692618806875,0.0038250703462733
3956,96104,24.293225480283123,0.0583399967888571
3956,528,0.1334681496461071,0.0181550917518979
3955,40913,10.344627054361569,0.7700793320903226
3955,85,0.0214917825537294,0.0230075361843459
3954,601005,151.99924127465857,0.0817639099069327
3955,3054,0.7721871049304677,0.020440801236199
3955,8048,2.034892541087231,0.0463895270160303
3954,39263,9.929944360141633,0.0731329456265555
3953,25874,6.545408550467999,0.9795445078482544
3953,49608,12.549456109284089,0.0817639099069327
3954,1851,0.4681335356600909,0.0258880560658383
3954,529,0.1337885685381891,0.0583399967888571
3953,41678,10.543384771059957,0.0327384300661002
3954,18667,4.721041982802227,0.4102082617202116
3952,17574,4.446862348178137,0.0653482233255875
3953,37930,9.595244118391095,0.0913131277277618
3952,1,0.0002530364372469,0.0653482233255875
3952,3776,0.9554655870445344,0.0463895270160303
3952,24058,6.087550607287449,0.8737174045467371
3952,32011,8.099949392712551,0.1262016927673424
3951,82701,20.931662870159453,0.0367913694619997
3950,26138,6.617215189873417,0.0583399967888571
3951,78486,19.86484434320425,0.0258880560658383
3951,5071,1.2834725385978234,0.0817639099069327
3951,141670,35.85674512781574,0.560073033485803
3951,190914,48.3204252088079,0.0054884368559285
3951,27018,6.838268792710706,0.0230075361843459
3949,42770,10.83059002279058,0.0463895270160303
3950,15287,3.870126582278482,0.101853892118403
3949,40391,10.228159027601924,0.1553629482594353
3949,20528,5.1982780450747015,0.2297908319662119
3950,28816,7.295189873417723,0.1401486810789614
3950,9050,2.2911392405063293,0.3813039962963743
3949,141515,35.835654596100284,0.0413246168944483
3947,35195,8.916898910564989,0.0653482233255875
3948,12015,3.0433130699088147,0.011271607904505
3948,15610,3.9539007092198575,0.0078694193249637
3948,2317,0.5868794326241135,0.1134595055806983
3948,12740,3.2269503546099285,0.0653482233255875
3948,28797,7.294072948328267,0.0463895270160303
3948,16192,4.101317122593718,0.0043145712220129
3947,42770,10.836078033949835,0.0731329456265555
3947,67723,17.158094755510515,0.6466157529466525
3946,2256,0.5717181956411556,0.0731329456265555
3947,78458,19.877881935647327,0.0653482233255875
3947,145684,36.9100582721054,0.3261077721840225
3945,100,0.0253485424588086,0.0161207661475304
3946,141670,35.90217942219969,0.0731329456265555
3945,1932,0.4897338403041825,0.011271607904505
3945,2197,0.5569074778200254,0.5301000271513026
3945,79762,20.21850443599493,0.0161207661475304
3946,379129,96.07932083122152,0.0088718731640876
3946,10087,2.556259503294476,0.0127019043758913
3946,7850,1.989356310187532,0.004866408359033
3945,63,0.0159695817490494,0.1718986578945457
3946,22403,5.677394830207804,0.0078694193249637
3943,23666,6.002028911995943,0.0367913694619997
3943,262504,66.57468932285062,0.0413246168944483
3945,8474,2.1480354879594423,0.0161207661475304
3944,2425,0.6148580121703854,0.0230075361843459
3944,42315,10.728955375253552,0.0043145712220129
3943,20106,5.099163073801674,0.3261077721840225
3943,78963,20.02612224194776,0.8737174045467371
3944,2004,0.5081135902636917,0.6997318814013863
3943,18015,4.568856200862288,0.0367913694619997
3944,24170,6.128296146044625,0.0127019043758913
3942,12361,3.1357179096905123,0.0181550917518979
3942,27224,6.9061390157280576,0.0258880560658383
3941,132078,33.5138289774169,0.0127019043758913
3941,13404,3.4011672164425266,0.0817639099069327
3941,139934,35.50723166708957,0.2753456691295903
3940,36748,9.326903553299491,0.0230075361843459
3940,10538,2.674619289340101,0.1718986578945457
3939,4895,1.2427011931962426,0.0413246168944483
3941,7850,1.9918802334432888,0.0161207661475304
3941,63934,16.222786094899767,0.2753456691295903
3940,42208,10.712690355329949,0.0367913694619997
3938,63211,16.05154900964957,0.2753456691295903
3938,2790,0.7084814626714068,0.0054884368559285
3939,7442,1.8893120081238888,0.0043145712220129
3939,13546,3.438943894389439,0.0327384300661002
3938,885,0.2247333671914677,0.0143110695066823
3938,16207,4.115540883697308,0.1897988316236788
3938,2991,0.7595226003047232,0.020440801236199
3939,3039,0.7715156130997716,0.0088718731640876
3937,5119,1.3002286004572008,0.011271607904505
3937,475,0.1206502413004826,0.0583399967888571
3937,23895,6.069342138684277,0.1553629482594353
3938,2147,0.5452006094464195,0.0143110695066823
3937,89230,22.664465328930653,0.0258880560658383
3938,9355,2.375571356018283,0.0061894790486618
3937,28,0.0071120142240284,0.0583399967888571
3937,12197,3.098044196088392,0.1718986578945457
3937,277042,70.36880873761747,0.1897988316236788
3936,733,0.186229674796748,0.0038250703462733
3936,201583,51.2151930894309,0.0038250703462733
3936,15744,4.0,0.0088718731640876
3936,8418,2.138719512195122,0.3813039962963743
3936,139233,35.37423780487805,0.0069794374708257
3936,3110,0.7901422764227642,0.101853892118403
3934,56565,14.378495170310115,0.7700793320903226
3934,4709,1.1970005083884088,0.0127019043758913
3935,132078,33.56493011435833,0.0583399967888571
3935,19483,4.9512071156289705,0.0653482233255875
3933,30966,7.873379099923722,0.0413246168944483
3932,821577,208.9463377416073,0.0367913694619997
3933,126348,32.12509534706331,0.0327384300661002
3934,25853,6.571682765632943,0.560073033485803
3933,10849,2.758454106280193,0.0913131277277618
3931,12638,3.2149580259475963,0.499908319387552
3932,69234,17.60783316378434,0.976975971533008
3932,132078,33.590539165818925,0.2297908319662119
3932,133607,33.9793997965412,0.0731329456265555
3932,78237,19.897507629704982,0.101853892118403
3932,2654,0.6749745676500508,0.0463895270160303
3932,10094,2.5671414038657168,0.101853892118403
3931,2658,0.6761638259984737,0.5301000271513026
3931,62302,15.848893411345712,0.0520415140659865
3932,11799,3.000762970498473,0.4697172801728098
3931,28036,7.13202747392521,0.0583399967888571
3929,8836,2.2489182998218378,0.4397462600908242
3929,973,0.2476457113769407,0.0653482233255875
3929,1871,0.4762025960804276,0.0100007383768439
3929,2998,0.7630440315601934,0.020440801236199
3927,14057,3.5795772854596386,0.9795445078482544
3928,23325,5.938136456211812,0.0100007383768439
3928,67847,17.27265784114053,0.0913131277277618
3928,9355,2.381619144602851,0.0038250703462733
3926,1251,0.3186449312277127,0.0061894790486618
3927,19388,4.937102113572703,0.0653482233255875
3927,1883,0.4795008912655971,0.2297908319662119
3927,10137,2.581359816653934,0.0913131277277618
3927,25576,6.512859689330277,0.6466157529466525
3927,43468,11.069009421950598,0.0054884368559285
3927,10584,2.695187165775401,0.7245079621805472
3927,5372,1.367965367965368,0.0291184655496717
3926,13697,3.488792664289353,0.0230075361843459
3925,30594,7.7946496815286626,0.1475937927084668
3926,1012031,257.7766174223128,0.4697172801728098
3926,38136,9.71370351502802,0.0143110695066823
3925,12568,3.202038216560509,0.1401486810789614
3926,16200,4.12633723892002,0.0463895270160303
